Station_name,State,District,Agency_name,Date,level,lat,long,Telemetry,Year
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-05,3.9,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-06,3.56,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-06,3.9283335,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-06,2.92,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-07,3.9475,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-07,2.945,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-07,3.6075,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-08,2.9614289,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-08,3.9575002,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-08,3.6200001,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-09,3.635,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-09,2.96,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-09,3.9559999,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-10,3.6475,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-10,2.9725,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-10,3.978,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-11,2.9675,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-11,3.6525002,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-11,3.9739997,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-12,3.978,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-12,2.9625,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-12,3.654,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-13,3.9900002,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-13,2.978,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-13,3.6740003,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-14,3.666,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-14,2.978,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-14,3.985,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-15,3.6800003,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-15,2.978,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-15,3.9775,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-16,3.668,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-16,2.9839997,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-16,3.9825,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-17,2.9950001,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-17,3.9900002,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-17,3.6780002,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-18,4.0160003,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-18,3.02,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-18,3.6999998,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-19,4.0240006,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-19,3.032,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-19,3.72,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-20,3.7325,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-20,3.0449998,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-20,4.04,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-21,3.7419999,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-21,4.0471425,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-21,3.0624998,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-22,4.054286,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-22,3.0075,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-22,3.698,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-23,4.0460005,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-23,2.9959998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-23,3.6942859,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-24,4.04,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-24,2.998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-24,3.682,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-25,4.0460005,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-25,3.0280004,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-25,3.6799998,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-26,3.038,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-26,4.044,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-26,3.6740003,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-27,3.0449998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-27,3.668,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-27,4.026,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-28,3.0425,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-28,4.0420003,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-28,3.67,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-29,4.03,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-29,3.0375,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-29,3.6550002,13.008908,80.262662,1,2022
Alwarpet,Tamil Nadu,Chennai,CGWB,2022-08-30,5.13,13.025,80.25833333,2,2022
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2022-08-30,1.93,13.04166667,80.20833333,2,2022
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2022-08-30,5.0,13.10555556,80.28138889,2,2022
Chepauk (A),Tamil Nadu,Chennai,CGWB,2022-08-30,4.42,13.05555556,80.28138889,2,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-30,3.654,13.008908,80.262662,1,2022
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2022-08-30,2.1,13.02222222,80.225,2,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-30,3.0579998,12.998462,80.264539,1,2022
Vepery,Tamil Nadu,Chennai,CGWB,2022-08-30,3.31,13.08333333,80.27083333,2,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-30,4.0220003,13.116967,80.285188,1,2022
Besant Nagar,Tamil Nadu,Chennai,CGWB,2022-08-30,4.18,13.00138889,80.27,2,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-31,4.042,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-31,3.0619998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-31,3.6580002,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-01,3.052857,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-01,3.6385715,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-01,4.04,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-02,3.5919998,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-02,3.0375004,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-02,4.024,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-03,3.595,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-03,3.042,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-03,4.026,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-04,4.0325003,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-04,3.6074998,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-04,3.066,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-05,3.074,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-05,3.61,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-05,4.0325003,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-06,4.035,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-06,3.6350002,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-06,3.082,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-07,3.0839999,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-07,4.04,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-07,3.65,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-08,4.046,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-08,3.1042857,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-08,3.655,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-09,4.066,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-09,3.1179998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-09,3.67,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-10,4.08,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-10,3.12,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-10,3.668,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-11,3.6800003,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-11,3.1360002,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-11,4.085,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-12,3.1340003,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-12,4.08,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-12,3.677143,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-13,3.67,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-13,4.0699997,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-13,3.1350002,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-14,3.1274998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-14,3.6599998,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-14,4.06,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-15,3.652,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-15,3.124,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-15,4.06,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-16,4.0950003,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-16,3.1614287,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-16,3.685,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-17,3.7075,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-17,4.1075,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-17,3.1725001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-18,3.725,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-18,3.1850002,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-18,4.1219993,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-19,4.122857,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-19,3.1925,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-19,3.734,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-20,3.2066667,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-20,3.756667,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-20,4.134286,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-21,4.15,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-21,3.2250001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-21,3.7599998,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-22,3.764,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-22,4.1499996,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-22,3.2324998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-23,3.7599998,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-23,4.1575,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-23,3.235,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-24,3.775,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-24,3.25,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-24,4.166,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-25,3.7949998,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-25,4.1849995,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-25,3.27,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-26,3.78,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-26,3.27,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-26,4.1825,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-27,3.795,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-27,3.295,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-27,4.1925,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-28,3.305,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-28,3.78,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-28,4.205,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-29,3.2816668,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-29,4.211666,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-29,3.756667,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-09-30,4.22,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-09-30,3.28,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-09-30,3.736,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-01,4.2314286,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-01,3.2924998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-01,3.74,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-02,4.2349997,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-02,3.7680001,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-02,3.3119998,12.998462,80.264539,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-03,3.33,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-03,4.242857,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-03,3.7900002,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-04,4.2485714,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-04,3.784,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-04,3.3374999,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-05,4.2575,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-05,3.3425,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-05,3.7825,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-06,3.7716668,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-06,3.3366668,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-06,4.25,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-07,3.7342858,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-07,3.33,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-07,4.257143,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-08,4.2425,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-08,3.3274999,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-08,3.7125,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-09,3.335,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-09,3.71,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-09,4.23,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-10,4.2075,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-10,3.3225,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-10,3.6775002,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-11,4.2,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-11,3.665,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-11,3.3249998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-12,3.6525002,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-12,3.3374999,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-12,4.1925,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-13,4.205,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-13,3.345,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-13,3.65,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-14,4.21,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-14,3.3725002,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-14,3.6625001,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-15,3.6925,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-15,4.2174997,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-15,3.3775,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-16,3.6925,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-16,3.3775,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-16,4.1925,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-17,3.7025,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-17,4.175,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-17,3.3675,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-18,3.7125,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-18,4.175,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-18,3.3700001,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-19,3.735,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-19,4.185,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-19,3.3825,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-20,4.1825004,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-20,3.7325,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-20,3.385,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-21,3.6625001,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-21,3.3625,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-21,4.175,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-22,3.345,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-22,3.6025,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-22,4.1725,13.116967,80.285188,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-23,4.185,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-23,3.3725002,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-23,3.6125,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-10-24,4.1974998,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-10-24,3.3825,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-24,3.625,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-10-25,3.6200001,13.008908,80.262662,1,2022
